distance,price,user_rating,accepted
60.17879,3619.6975,4.1743493,1
18.830036,494.55835,3.3150947,0
22.1408,2686.5344,1.4646614,1
21.573507,2499.5676,4.0359917,1
65.28877,49.58248,2.3133254,0
88.39446,2170.024,0.51180184,0
29.423882,3911.0747,3.3855658,1
13.962078,2934.7734,2.2066193,1
44.527565,211.24506,1.8859386,0
49.738754,1081.2058,0.94168365,0
86.07038,1634.0417,4.085529,0
98.558685,2919.7683,3.3890586,0
36.95903,3592.2122,3.8956828,1
86.660675,1516.078,3.5981197,0
20.399916,1353.0001,3.4258366,1
5.731821,3910.408,2.550131,1
67.407295,2903.622,2.8802693,0
38.701702,1978.4088,1.7144722,1
38.389336,2682.826,3.1396353,1
33.372353,1376.4043,1.0634673,0
36.626232,3356.9192,2.0532732,1
52.2506,928.3128,4.883875,0
65.50969,2758.964,3.9269323,0
27.5756,2166.9336,2.6552844,1
32.258842,2499.0625,0.4268366,1
74.127106,664.6371,4.3747826,0
3.639698,2052.4922,2.2627974,1
3.4704566,263.17502,2.6051445,1
76.406715,15.058994,2.130005,0
64.2591,433.84647,0.43404818,0
66.9569,2969.2498,2.4173589,0
65.95491,1436.0914,4.759553,0
64.1663,3494.9565,0.091060996,1
77.20911,3919.6018,3.5875142,1
8.527064,1057.0507,4.3691497,1
1.3592601,3954.7134,3.7270463,1
27.906143,3948.0225,2.1242845,1
62.75872,14.160633,2.4658508,0
51.2416,576.01166,4.0928288,0
14.043236,1096.8713,3.7335224,1
49.27913,2377.4463,0.2579534,0
88.38316,3163.3367,3.5207987,0
32.44673,2634.8987,4.5263457,1
32.635128,3833.4285,1.1443573,1
20.339977,3105.4333,3.1612265,1
85.96956,2459.394,1.0233492,0
63.134182,2373.0588,4.132886,0
72.51756,735.4546,2.0575309,0
91.54833,3605.7449,2.9934268,0
22.13291,2178.093,0.42864025,1
1.2570024,1314.0688,2.2145562,1
50.481487,1439.9304,0.75737417,0
95.94055,3408.0767,2.203387,0
94.52031,3022.491,1.8570554,0
31.31044,2602.492,1.3221806,1
63.54611,222.30911,2.444336,0
37.221252,2243.37,4.142327,1
95.43502,2273.0933,3.4319913,0
8.452665,2665.0034,1.3127822,1
58.408047,444.16476,4.3618793,0
22.634745,3839.2915,2.3230994,1
12.197375,1766.7456,3.5576236,1
99.18095,900.84265,3.9683187,0
85.62204,1704.8988,2.3940187,0
32.295082,2170.6143,4.8626595,1
63.337563,2648.642,2.8008854,0
18.929173,2701.7593,0.5186349,1
14.4921665,1391.6593,0.99259496,1
10.345936,3074.3398,2.9063857,1
5.870354,3375.6829,4.6484203,1
45.368374,2912.187,2.2419424,1
97.55648,2440.224,0.6253582,0
75.92616,1414.7244,2.696416,0
5.7186484,1117.7173,0.829286,1
45.051205,2716.796,1.3907081,1
76.48152,1267.2457,0.20806432,0
95.76954,1598.1588,4.0493317,0
34.310425,972.4131,2.7552133,0
15.106773,2033.6113,3.9641285,1
94.32153,1862.2404,4.928189,0
37.303223,23.130894,0.6697959,0
84.79121,2748.4966,1.078583,0
25.523304,3663.437,1.2408793,1
50.417137,637.96375,0.059159398,0
48.790573,3763.0125,1.4174098,1
10.052252,2009.037,2.9041905,1
5.8992624,3331.448,2.4575484,1
12.080145,2715.9985,1.2864214,1
61.434555,234.33923,4.1366343,0
67.31574,1393.0254,0.3213209,0
91.98998,2039.5713,1.2395728,0
87.540115,1168.6678,0.2771002,0
71.22003,1564.8065,2.0267022,0
26.491415,93.32037,3.094232,0
10.756886,2073.7705,1.3612932,1
82.8629,2071.7559,4.1192245,0
2.2148967,1600.5979,3.647787,1
4.9990177,2778.7651,2.454534,1
70.90535,2850.2808,4.472695,0
45.693935,2666.669,3.7254672,1
2.4116635,380.89658,4.7427588,1
65.46889,458.28485,1.7141664,0
44.54683,1655.8447,1.015619,0
89.30168,2845.1272,3.8125248,0
89.066086,3448.0815,0.7802278,0
6.9886804,1022.4438,3.997498,1
51.284492,2059.028,3.8738704,0
79.249825,791.6746,0.8908254,0
56.188213,1534.8988,4.1020813,0
36.348473,895.6747,2.4582005,0
40.613663,3275.5166,3.0308537,1
62.31804,3950.2502,0.26327193,1
17.122614,2968.8801,2.4985557,1
78.12489,3723.5557,3.6736612,0
38.50247,3513.4163,4.6441975,1
66.4995,1243.3381,0.8492899,0
18.990517,660.5549,1.1046743,0
63.450073,1214.1471,2.3776584,0
63.891388,2004.0298,3.9940577,0
18.899178,1583.5089,2.9865022,1
26.632,34.01041,1.7368621,0
60.714745,3099.287,0.37532032,1
34.1833,2676.2175,2.1889102,1
59.262466,533.15594,3.3392282,0
70.2211,2925.3591,1.5038872,0
82.00675,3529.7092,3.9179225,0
30.597841,688.12134,2.050788,0
86.118546,1351.8577,0.23048282,0
78.70731,3164.9036,4.5548105,0
49.98031,1021.57404,2.2721934,0
60.272823,3074.4204,2.3636842,1
74.86004,1226.6326,3.9671702,0
50.018085,2803.7434,3.2557244,1
50.034832,2777.4282,3.1284857,1
87.68061,1424.9215,0.5724311,0
52.93431,3887.1511,2.3646183,1
32.634483,1932.0841,2.041719,1
58.05782,2834.7307,1.9566637,0
3.8132548,2991.4365,4.9644895,1
62.358856,1411.4957,1.8931824,0
27.144264,3639.1526,1.6926068,1
74.28367,3121.8628,3.0915093,0
26.475847,537.97534,0.06865382,0
26.010836,1576.0631,1.0564858,1
49.03915,1942.0276,0.5488324,0
16.489887,1175.2968,2.408245,1
7.2640657,1221.0283,3.7850285,1
3.992021,3575.9717,1.153022,1
74.44023,2159.8335,3.3457966,0
69.40842,2318.7666,3.7002044,0
42.01355,1829.3132,4.494776,0
6.172526,2479.5632,2.6298456,1
56.328476,3298.9802,4.9638486,1
59.0698,2386.3616,0.0662297,0
34.055733,533.5398,0.19727468,0
88.141754,2103.807,3.3658214,0
61.35596,593.9317,2.7660775,0
59.040485,2059.0635,2.9813254,0
7.718611,938.40125,2.2184749,1
90.94485,2103.0269,4.2042685,0
20.312298,1315.4822,1.5248108,1
18.466795,1627.5254,4.4814854,1
11.8422985,3606.3762,0.46565413,1
24.898361,1408.761,4.3351407,1
25.8088,757.3361,4.849535,0
2.1383047,859.3121,3.574391,1
16.78195,1553.8063,0.6231892,1
94.037544,233.51193,3.9241428,0
55.390392,328.79065,2.6268191,0
58.467422,276.3343,4.305034,0
15.488804,1310.319,2.600367,1
83.13143,3640.5535,1.2662709,0
4.046309,470.3803,2.1428304,1
50.830376,1031.8918,3.810317,0
42.417145,1678.5011,4.414723,0
86.09062,2732.681,0.79891086,0
83.27283,3947.7588,3.6176538,0
68.71904,2375.7769,4.3023157,0
28.83544,894.32764,1.1627734,0
64.61148,1836.4993,0.56215465,0
71.05268,3533.6328,3.8176804,0
28.967083,2205.619,4.2288713,1
0.3231287,3644.0264,1.5569443,1
74.5886,50.88854,3.8741283,0
63.690876,867.1088,3.1382906,0
72.27615,467.8192,0.83670557,0
35.4116,2334.9895,1.1321753,1
87.749695,3085.6523,4.5194597,0
8.982838,1218.8483,2.8921282,1
65.83586,3050.2676,3.3516293,0
84.9485,1956.0432,1.7290038,0
4.946053,1580.8425,0.25931895,1
25.303936,2708.8213,4.40296,1
36.42857,1456.6931,3.6317313,0
54.72838,3904.2813,0.39199412,1
0.42415857,2575.1567,1.2368548,1
71.09922,3194.7676,4.580133,0
66.187515,3608.861,3.6056108,1
74.55656,3338.4075,0.24029016,0
10.077393,3512.4478,4.7709837,1
31.535732,1953.4392,4.4839816,1
95.28245,3111.3425,1.4558679,0
15.87454,1040.318,2.982576,1
20.1805,1846.6787,2.0071645,1
5.7642817,65.81735,4.362264,0
26.673042,1435.0891,2.11367,1
44.087303,834.70294,4.018774,0
79.64923,904.6011,0.5592996,0
77.318596,2897.4475,4.1631413,0
53.394806,3230.9956,0.2647692,1
90.11792,1077.683,0.35787582,0
84.18037,1837.4954,1.4803159,0
72.660065,573.0057,0.5852121,0
79.60584,1864.9407,2.688696,0
17.525291,1036.0999,4.2258806,1
82.73805,57.82032,0.23960471,0
11.537051,545.54083,1.1044717,0
96.357086,3704.3318,2.1952271,0
6.1350822,3110.9424,3.3544345,1
81.069855,3015.0046,1.484375,0
48.222126,1687.1152,4.331815,0
99.24723,3895.1072,3.1735487,0
65.78511,3093.833,1.6566992,0
43.65754,1747.4603,4.1308403,0
15.54594,3512.8545,4.955696,1
76.91396,1015.0137,1.4300013,0
29.964876,332.46802,4.9281397,0
12.487757,1412.0278,2.360292,1
8.279812,2353.3965,1.1366802,1
28.310085,1887.4974,2.9957156,1
36.076534,471.51852,2.104556,0
42.20369,2028.7905,0.66427886,0
13.330782,1985.7826,2.9722083,1
83.08569,2379.7612,3.2937198,0
36.727844,1838.7251,0.44104576,1
42.388237,3483.2983,4.8228555,1
42.42668,1850.7886,3.3086264,0
63.141155,2918.9963,4.857955,0
3.098309,2489.7385,1.7364085,1
99.657455,34.77001,4.046347,0
89.597176,339.84708,3.949324,0
29.502333,3169.3655,4.440189,1
71.002426,1642.8628,3.2574277,0
92.37272,1343.35,0.9295833,0
66.29156,1544.8508,4.1884537,0
49.713207,865.4075,3.0060148,0
29.558933,3256.1445,4.0947537,1
43.289936,947.7997,2.5557547,0
53.01975,760.21765,1.2991291,0
45.901394,2024.0221,3.5296364,0
95.46412,1801.8579,1.1759025,0
48.660683,1723.6853,0.98572195,0
2.5455952,2346.6035,3.097134,1
74.82859,123.06881,1.219148,0
9.766758,1643.5814,4.0262957,1
61.74542,3837.666,0.13942182,1
78.499535,236.40204,2.9974687,0
6.808698,3577.5442,1.6001046,1
55.284534,3750.6255,4.9829054,1
28.277313,208.67395,4.9443536,0
51.085865,1730.7301,1.422618,0
1.882875,493.68192,4.973684,1
41.108143,2871.3403,4.3273215,1
71.54509,2947.8225,0.35392225,0
69.68927,3633.4014,1.8102008,1
68.34166,3419.5227,4.144948,1
29.021336,61.64074,0.7000005,0
32.368732,562.2554,2.7583563,0
81.52415,2036.4933,3.5253067,0
49.654232,2001.1387,0.100914836,0
43.415405,1950.932,0.2268982,0
53.89695,1729.8837,1.2283468,0
46.101357,1324.214,3.83949,0
17.344929,678.82874,1.8816614,0
88.016556,598.8226,4.4093475,0
60.417496,784.061,2.9737978,0
96.00156,1156.5532,2.8389983,0
25.723421,2096.6177,1.0294348,1
83.90749,2127.592,4.6465044,0
68.32702,3571.4592,0.023679733,1
41.692577,3530.8499,1.7282605,1
65.43206,1634.0413,0.15123963,0
57.81983,1611.0134,1.7681068,0
91.17343,2009.7021,3.9856052,0
27.19301,592.0997,4.42164,0
70.719025,1794.8431,0.704993,0
35.07806,113.98888,2.1481383,0
29.776024,1218.0085,2.0257068,0
52.024437,3108.6802,4.018035,1
78.6633,298.99597,3.1817627,0
68.50522,2.632141,0.9421718,0
14.203954,57.082176,3.4325051,0
88.76862,2236.6987,3.4726894,0
87.75579,1998.1527,2.2232687,0
39.05275,1004.2715,3.1602664,0
22.393513,3521.011,3.6808972,1
62.193333,3154.1887,0.89812875,1
9.37792,1868.3357,0.4545319,1
99.154594,2995.627,0.7088661,0
61.972977,2409.5464,2.9476118,0
88.31527,3632.4392,2.4245703,0
91.490105,2739.6084,0.9680718,0
47.64732,445.1685,2.3180282,0
29.156578,1641.5743,1.3102293,1
90.24323,3116.582,2.6298242,0
12.409866,2540.7354,3.1574905,1
50.275898,203.87888,4.6553826,0
12.809145,661.9563,4.0931673,1
13.538885,1781.2195,2.3874605,1
1.7265797,2011.9467,3.4530492,1
7.817161,2644.5488,1.8119341,1
5.666423,288.1136,4.15976,1
45.077335,3852.6782,1.1037403,1
60.65869,1700.2106,0.82279027,0
1.7525315,1295.4917,1.6783494,1
50.94067,2875.3928,3.286022,1
9.277892,2459.8518,3.4352303,1
67.594574,993.30237,2.482512,0
5.320394,1087.8276,3.8720202,1
31.25943,1514.9741,4.1232195,0
46.734856,589.9916,2.1829367,0
61.219204,1812.9368,4.445879,0
14.95775,458.28104,1.3341731,0
91.95074,1128.3774,1.1453843,0
40.701866,2842.0405,3.6947513,1
4.547417,1899.4269,3.787057,1
54.02833,434.07965,1.5768939,0
36.54778,2490.973,1.4634222,1
61.942135,470.3126,4.643274,0
91.42766,3450.0952,3.7372732,0
50.633194,2080.3184,4.939247,0
45.462654,3828.4983,3.9392238,1
42.41121,1510.8862,1.9113624,0
43.012226,3481.1106,1.5916455,1
89.68889,3110.9714,4.126687,0
63.095367,909.6198,0.45110106,0
11.941231,3378.2473,2.7352333,1
45.802284,1465.0311,1.9638687,0
16.101921,428.05194,3.3165188,0
61.05,2730.7695,0.111796856,0
58.95102,827.0354,3.6024423,0
68.63564,247.67542,0.9428096,0
32.17428,1818.0895,2.5502634,1
97.54785,3740.5405,0.74496686,0
92.54481,3973.6924,2.1646523,0
23.558998,3990.1394,0.08678317,1
55.545628,3413.6458,1.2403411,1
95.157776,490.88,0.8667779,0
84.26024,3496.1692,2.4797463,0
47.08823,3575.6196,1.209982,1
45.361923,1119.215,2.7394402,0
19.562267,1418.5376,4.210529,1
20.952093,2366.6038,1.17728,1
94.17822,2005.9829,4.4744263,0
90.53782,1401.2681,4.518137,0
36.91187,1350.7428,4.9919577,0
68.026985,1264.2847,1.741609,0
15.0018215,2033.5483,3.2642388,1
3.6914706,3958.2786,0.9409565,1
93.156364,2965.208,0.96040785,0
15.093672,1185.7014,2.2552574,1
48.782646,1974.1421,2.2062504,0
45.04478,1938.5757,2.1718411,0
50.042545,1056.7274,4.1024733,0
23.231422,1831.6135,1.4057773,1
97.31388,2094.8496,0.045099854,0
26.66056,3987.34,0.88404,1
78.4619,2988.905,3.9913106,0
23.638927,432.74402,3.3925943,0
8.872259,2954.811,3.0011368,1
41.7351,555.2034,2.1004505,0
6.206,3389.0066,0.42562902,1
48.024178,3161.7092,4.657288,1
69.981674,3243.0696,4.3692503,0
53.727577,288.32864,1.8476045,0
27.690733,2569.4666,3.9612465,1
73.97122,3097.7744,0.98285615,0
73.180534,2461.2393,4.773214,0
26.19028,3197.92,3.0376363,1
51.68296,1092.4868,0.16254485,0
38.21672,3639.5078,2.3451042,1
35.457825,1877.6321,3.8147843,1
81.90378,813.4503,0.8647561,0
67.61602,2037.0126,3.8644285,0
7.697594,1339.0546,3.3120375,1
51.680172,118.3548,3.6165226,0
33.9288,687.2697,1.1279887,0
73.63161,485.9538,3.5150332,0
47.18537,3377.533,1.8395281,1
49.98207,2587.2097,0.42003155,1
96.39875,1937.2906,1.4902896,0
77.517235,3923.4385,3.6397023,1
93.34649,2648.203,3.636905,0
60.327244,3715.6252,3.487066,1
85.69016,1808.8451,1.4795333,0
4.4739366,230.64757,1.5487295,1
10.268116,3621.442,3.4563656,1
77.930405,2334.7568,4.2368083,0
16.744698,3408.6104,4.9442344,1
65.04063,3914.9014,3.601026,1
45.369614,300.35687,3.490581,0
71.35976,892.64777,4.7843304,0
53.897976,3865.452,0.12466967,1
83.08226,849.329,3.1926293,0
55.084515,2504.0327,1.3283914,0
98.27411,625.16974,1.5460229,0
65.60893,2587.6155,3.1317234,0
1.6337156,2625.885,0.6410152,1
21.569656,3034.65,3.6969848,1
9.1959,22.536755,0.44967413,0
29.40631,3547.927,0.7002419,1
81.32857,3651.2285,1.4955431,0
98.85886,1649.5476,0.37057102,0
26.73564,3304.9666,0.36562502,1
96.93161,3940.4412,0.95015883,0
31.769585,854.8145,2.8907716,0
87.52965,2426.2341,2.4699068,0
44.979225,1770.2374,1.634258,0
75.16424,3676.2346,0.34352362,0
42.37101,437.28925,4.7824583,0
63.51769,1527.5446,3.5433996,0
39.512516,113.54018,2.8373218,0
67.4486,2408.871,2.180571,0
87.02149,2933.969,3.8483071,0
14.058197,3224.1897,1.8600357,1
4.720545,1695.1003,1.4423722,1
49.197124,2729.1575,1.6250867,1
85.30619,3687.9749,0.43436348,0
1.0389566,2017.8995,1.1158085,1
58.536064,806.2305,0.72874844,0
76.73658,952.1608,1.5933293,0
96.16579,2607.009,1.9363534,0
29.036404,3080.8806,4.099433,1
91.36007,2619.115,0.13379753,0
96.50203,1067.4629,2.7066689,0
95.331535,3301.304,2.1891837,0
27.792322,2925.2205,0.8980346,1
98.97295,3337.4333,1.4707077,0
98.824814,1895.297,3.6954665,0
29.779137,2779.9407,0.31881154,1
24.35155,1189.2085,1.7717946,0
5.448973,1107.3466,2.0041883,1
8.505559,3099.5334,3.0671644,1
62.74122,3291.5378,3.546425,1
50.09947,1818.7957,0.30071855,0
19.52684,1997.836,3.890481,1
37.5898,2198.707,3.5357869,1
23.51706,3431.3516,3.6275148,1
96.591995,2200.9897,0.05061388,0
14.4768,320.10507,3.258422,0
47.737823,244.54927,2.1047573,0
47.277676,824.9378,1.286794,0
48.68326,1378.9473,4.679236,0
92.33975,2592.0276,2.803142,0
79.29232,2982.6294,3.1464505,0
68.81688,176.76591,1.3930368,0
32.599056,1019.4154,0.6483209,0
67.01633,1073.3771,1.6369867,0
24.009716,2835.167,3.1267505,1
32.37797,2108.7966,3.1425035,1
0.40117502,3736.9714,0.14141917,1
27.624916,1501.3352,1.1321306,1
43.402874,3127.6636,4.240553,1
39.377655,2571.8955,4.6077366,1
4.318166,2581.1187,4.2475486,1
3.7615418,1898.9382,0.64976573,1
19.000006,2610.8975,2.770251,1
44.775547,1194.3074,1.3500828,0
93.325356,2305.459,4.872321,0
78.817665,517.8633,1.6978532,0
8.019757,192.58737,3.3356948,0
46.53032,3250.577,3.8399549,1
85.14143,3389.822,4.5302653,0
35.474194,3552.5342,4.524543,1
95.595085,1924.1981,3.47494,0
67.66516,2854.4607,2.7913017,0
29.850887,2854.9424,2.4580603,1
42.950367,1411.9172,2.4241762,0
12.763798,70.15944,3.240999,0
95.32788,2960.1016,2.4540968,0
57.113884,1160.5988,2.157141,0
31.118595,3612.1846,3.6970644,1
16.427862,3971.7173,4.1303296,1
68.334854,1106.987,2.3992407,0
81.37188,283.90646,3.8300204,0
89.04818,985.7459,2.2063017,0
44.350197,2952.8843,3.5737772,1
75.47915,696.47504,3.5053754,0
22.78782,731.69183,2.6195133,0
88.68841,660.1262,0.36924422,0
16.223574,2815.6558,1.5694088,1
84.667625,3405.8699,3.6928225,0
71.40236,3373.093,3.410675,0
17.31223,2115.0952,3.9418383,1
80.16176,1546.1196,4.5105515,0
90.491356,3091.3826,1.305033,0
87.56167,424.40082,3.111456,0
43.28766,3262.443,1.5647042,1
10.249197,1611.7892,3.2474308,1
79.4783,2819.3284,1.5266043,0
96.855484,3285.6265,3.5199177,0
25.20721,198.10486,0.6549853,0
90.64058,3857.1506,4.964939,0
61.131763,3299.232,2.677248,1
38.772903,2823.5322,4.0751314,1
98.454575,3321.0273,0.9779161,0
87.87331,2955.8157,0.40569186,0
98.301605,2572.0034,1.8169558,0
88.336075,2252.3113,1.9421405,0
87.09318,3893.9739,4.766791,0
53.372395,373.77405,1.386984,0
62.51329,2864.1987,1.0372299,0
38.860107,1414.3434,3.8786197,0
10.261321,3172.4778,1.6010487,1
58.20929,3111.885,3.8922124,1
34.12087,1584.9657,1.268757,0
38.849495,2552.805,1.966477,1
66.5418,2158.698,4.8240433,0
30.930746,1626.9207,1.2667996,1
85.1272,3080.3972,2.3900442,0
85.52345,2390.9097,2.220056,0
58.962585,3632.7659,0.18732488,1
39.579548,2676.5586,4.141028,1
88.06865,89.28633,4.4912624,0
77.346504,180.48096,2.4487524,0
82.231606,956.0967,3.8507366,0
25.32108,361.12927,0.8041698,0
78.99804,1796.7767,2.0179863,0
73.3423,3529.1438,1.944443,0
